  5325.00  25.34   8.58  42.97   1.22  20.53   0.00    62   632   0.46
  5355.00  22.95   8.54 328.88   1.57  21.34   0.00   421   632   0.38
  5385.00  22.87   8.94 421.00   1.63  21.45   0.00   421   632   0.43
  5415.00  22.87   8.86 421.00   1.63  21.44   0.00   421   632   0.77
  5445.00  22.87   8.64 422.99   1.63  21.44   0.00   436   633   0.04
  5475.00  22.87   7.52 423.00   1.63  21.44   0.00   423   633   0.24
  5505.00  23.44   3.59 423.00   1.59  21.37   0.00   423   633   0.42
  5535.00  26.93   2.46   9.00   1.30  20.63   0.00     9   633   0.63
  5565.00  31.43   2.77   5.58   0.92  19.64   0.00     7   633   0.81
  5595.00  33.96   3.43   8.44   0.71  19.00   0.00    10   634   0.19
  5625.00  33.40   5.76  13.69   0.71  18.97   0.00    18   634   0.50
  5655.00  29.51   8.34  24.13   0.94  19.69   0.00    31   634   0.82
  5685.00  25.34   8.58  42.98   1.19  20.44   0.00    62   634   0.82
  5715.00  22.95   8.53 281.75   1.53  21.25   0.00   357   634   0.74
  5745.00  22.87   8.94 356.00   1.58  21.35   0.00   356   634   0.78
  5775.00  22.87   8.86 359.53   1.58  21.34   0.00   366   635   0.12
  5805.00  22.87   8.64 366.00   1.58  21.35   0.00   366   635   0.39
  5835.00  22.87   7.51 352.00   1.58  21.35   0.00   352   635   0.59
  5865.00  23.44   3.59 352.00   1.54  21.25   0.00   352   635   0.76
  5895.00  26.92   2.45   9.00   1.25  20.50   0.00     9   635   0.98
  5925.00  31.42   2.76   5.57   0.87  19.52   0.00     7   636   0.15
  5955.00  33.95   3.42   8.42   0.66  18.89   0.00    10   636   0.53
  5985.00  33.39   5.74  13.66   0.66  18.86   0.00    18   636   0.85
  6015.00  29.51   8.33  24.11   0.89  19.58   0.00    31   637   0.16
  6045.00  25.34   8.57  42.98   1.13  20.34   0.00    62   637   0.16
  6075.00  22.95   8.53 321.08   1.48  21.17   0.00   421   637   0.08
  6105.00  22.86   8.94 421.00   1.54  21.28   0.00   421   637   0.12
  6135.00  22.86   8.85 421.00   1.52  21.27   0.00   421   637   0.46
  6165.00  22.86   8.64 420.00   1.52  21.27   0.00   420   637   0.72
  6195.00  22.86   7.51 420.00   1.52  21.27   0.00   420   637   0.92
  6225.00  23.44   3.59 420.00   1.48  21.19   0.00   420   638   0.10
  6255.00  26.92   2.45   9.00   1.19  20.45   0.00     9   638   0.31
  6285.00  31.41   2.76   5.56   0.82  19.46   0.00     7   638   0.49
  6315.00  33.94   3.41   8.42   0.61  18.84   0.00    10   638   0.86
  6345.00  33.38   5.73  13.63   0.61  18.81   0.00    18   639   0.17
  6375.00  29.50   8.33  24.09   0.84  19.52   0.00    31   639   0.49
  6405.00  25.33   8.57  42.98   1.08  20.26   0.00    62   639   0.49
  6435.00  22.95   8.53 326.23   1.43  21.09   0.00   419   639   0.40
  6465.00  22.86   8.94 407.00   1.48  21.20   0.00   407   639   0.45
  6495.00  22.86   8.85 407.00   1.46  21.19   0.00   407   639   0.78
  6525.00  22.86   8.64 387.00   1.45  21.20   0.00   387   640   0.04
  6555.00  22.86   7.51 379.00   1.42  21.19   0.00   379   640   0.24
  6585.00  23.44   3.59 191.00   1.36  21.10   0.00   191   640   0.41
  6615.00  26.91   2.44   9.00   1.08  20.38   0.00     9   640   0.63
  6645.00  31.40   2.75   5.55   0.71  19.40   0.00     7   640   0.80
  6675.00  33.93   3.40   8.41   0.51  18.78   0.00    10   641   0.18
  6705.00  33.38   5.72  13.61   0.51  18.75   0.00    18   641   0.49
  6735.00  29.50   8.32  24.07   0.73  19.47   0.00    31   641   0.80
  6765.00  25.33   8.57  42.99   0.97  20.19   0.00    62   641   0.80
  6795.00  22.95   8.53 331.08   1.30  20.98   0.00   424   641   0.71
  6825.00  22.86   8.94 424.00   1.36  21.08   0.00   424   641   0.76
  6855.00  22.86   8.85 424.26   1.33  21.06   0.00   425   642   0.09
  6885.00  22.86   8.64 425.00   1.28  21.04   0.00   425   642   0.35
  6915.00  22.86   7.51 425.00   1.21  21.03   0.00   425   642   0.55
  6945.00  23.44   3.59 360.00   1.13  20.94   0.00   360   642   0.72
  6975.00  26.91   2.44   9.00   0.86  20.22   0.00     9   642   0.93
  7005.00  31.39   2.74   5.55   0.51  19.26   0.00     7   643   0.11
  7035.00  33.93   3.39   8.40   0.30  18.64   0.00    10   643   0.48
  7065.00  33.38   5.71  13.60   0.30  18.61   0.00    18   643   0.79
  7095.00  29.49   8.31  24.05   0.52  19.33   0.00    31   644   0.10
  7125.00  25.32   8.56  43.00   0.76  20.06   0.00    62   644   0.09
  7155.00  22.95   8.53 425.56   1.13  20.86   0.00   565   644   0.01
