    45.0000     19.8895      4.0715      2.5044    -71.0171      3.0848    199.7854   -405.5658   8 570
    75.0000     21.3520     11.8146      3.2850    -93.1507     -5.9374    196.7734   -413.7195  15 570
   105.0000     21.5024     19.1083      4.3111   -122.2469     -8.7251    185.5481   -414.5688  23 570
   135.0000     21.1667     25.5090      4.5202   -128.1768     -4.8615    187.2717   -412.6804  28 570
   165.0000     21.0973     29.8451      4.8362   -137.1377     -5.3547    206.8038   -412.2926  32 570
   195.0000     20.8786     34.2285      4.5505   -129.0356     -4.1464    216.4529   -411.0669  35 570
   225.0000     21.3705     35.9625      3.2962    -93.4695      3.1426    226.9533   -413.8242  36 570
   255.0000     22.7664     20.4479      3.9595   -112.2764      6.1347    247.9975   -421.7250  23 570
   285.0000     23.8460     23.9875      3.9722   -112.6378      3.2363    250.4815   -427.9138  24 570
   315.0000     24.6185     25.2424      5.2321   -148.3634    -16.5549    219.8883   -432.3874  30 570
   345.0000     23.3590     35.1917      6.6601   -188.8579    -25.2492    189.2867   -425.1253  39 570
   375.0000     22.2625     40.6778      5.6393   -159.9102    -19.2849    183.4154   -418.8653  42 570
    15.0000     21.9872     42.4747      5.4145   -153.5361    -15.0921    195.9338   -417.3033  43 570
    45.0000     21.9427     43.7306      4.6295   -131.2763    -12.2103    199.7854   -417.0497  44 570
    75.0000     22.3515     34.1972      4.1346   -117.2432    -12.8788    196.7734   -419.3658  39 570
   105.0000     22.3622     42.9153      5.2111   -147.7697    -16.3817    185.5481   -419.4284  45 570
   135.0000     21.9134     46.6556      5.4368   -154.1673    -12.5992    187.2717   -416.8867  48 570
   165.0000     21.6224     48.8049      5.5110   -156.2735    -11.0909    206.8038   -415.2444  50 570
   195.0000     21.3010     51.1167      5.0620   -143.5405     -8.3463    216.4529   -413.4392  52 570
   225.0000     21.5841     52.0000      3.5634   -101.0458      1.7932    226.9533   -415.0258  52 570
   255.0000     22.8357     21.7437      4.0403   -114.5674      5.8331    247.9975   -422.1202  25 570
   285.0000     23.8748     25.0000      4.0101   -113.7119      3.0832    250.4815   -428.0798  25 570
   315.0000     24.6380     25.9590      5.2529   -148.9550    -16.7134    219.8883   -432.5002  32 570
   345.0000     23.4251     37.9521      6.7315   -190.8817    -25.8373    189.2867   -425.5040  45 570
   375.0000     22.4168     49.4674      5.7995   -164.4540    -20.6583    183.4154   -419.7396  52 570
    15.0000     22.1542     52.3289      5.5972   -158.7167    -16.6570    195.9338   -418.2488  53 570
    45.0000     22.0849     53.0000      4.7722   -135.3235    -13.4139    199.7854   -417.8553  53 570
    75.0000     22.4271     36.1937      4.2002   -119.1030    -13.4224    196.7734   -419.7959  41 570
   105.0000     22.4161     48.6625      5.2697   -149.4294    -16.8830    185.5481   -419.7345  54 570
   135.0000     22.0137     55.2715      5.5610   -157.6900    -13.6695    187.2717   -417.4537  56 570
   165.0000     21.7286     57.0201      5.6472   -160.1344    -12.2774    206.8038   -415.8426  58 570
   195.0000     21.4084     58.8646      5.1905   -147.1829     -9.4337    216.4529   -414.0414  59 570
   225.0000     21.6476     59.0000      3.6438   -103.3252      1.3741    226.9533   -415.3835  59 570
   255.0000     22.8567     22.1264      4.0652   -115.2739      5.7402    247.9975   -422.2398  25 570
   285.0000     23.8833     25.9000      4.0214   -114.0336      3.0373    250.4815   -428.1289  26 570
   315.0000     24.6436     26.1653      5.2590   -149.1252    -16.7589    219.8883   -432.5325  32 570
   345.0000     23.4412     38.4347      6.7489   -191.3756    -25.9803    189.2867   -425.5961  45 570
   375.0000     22.4402     51.2208      5.8239   -165.1460    -20.8672    183.4154   -419.8731  55 570
    15.0000     22.1848     56.6414      5.6309   -159.6721    -16.9456    195.9338   -418.4218  58 570
    45.0000     22.1264     58.0000      4.8138   -136.5022    -13.7647    199.7854   -418.0890  58 570
    75.0000     22.4509     36.8035      4.2210   -119.6918    -13.5945    196.7734   -419.9304  42 570
   105.0000     22.4414     50.4292      5.2969   -150.2007    -17.1152    185.5481   -419.8783  59 570
   135.0000     22.0583     60.3833      5.6164   -159.2629    -14.1476    187.2717   -417.7060  61 570
   165.0000     21.7799     62.2771      5.7132   -162.0063    -12.8538    206.8038   -416.1324  63 570
   195.0000     21.4698     63.9549      5.2629   -149.2371    -10.0477    216.4529   -414.3822  64 570
   225.0000     21.6921     64.0000      3.7002   -104.9249      1.0759    226.9533   -415.6339  64 570
   255.0000     22.8712     22.3924      4.0826   -115.7671      5.6753    247.9975   -422.3231  25 570
   285.0000     23.8893     25.9681      4.0294   -114.2597      3.0051    250.4815   -428.1635  26 570
   315.0000     24.6473     26.3049      5.2629   -149.2373    -16.7889    219.8883   -432.5542  32 570
   345.0000     23.4519     38.7792      6.7605   -191.7048    -26.0757    189.2867   -425.6574  46 570
   375.0000     22.4553     51.9361      5.8398   -165.5959    -21.0029    183.4154   -419.9593  56 570
    15.0000     22.1995     57.9077      5.6471   -160.1319    -17.0845    195.9338   -418.5052  60 570
    45.0000     22.1373     60.8826      4.8249   -136.8171    -13.8586    199.7854   -418.1501  61 570
    75.0000     22.4552     36.9313      4.2247   -119.7984    -13.6257    196.7734   -419.9540  42 570
   105.0000     22.4426     51.1882      5.2983   -150.2404    -17.1274    185.5481   -419.8852  62 570
   135.0000     22.0736     63.9361      5.6355   -159.8021    -14.3113    187.2717   -417.7921  65 570
   165.0000     21.8041     66.0507      5.7444   -162.8916    -13.1269    206.8038   -416.2691  67 570
   195.0000     21.5089     67.8875      5.3100   -150.5734    -10.4462    216.4529   -414.6009  68 570
   225.0000     21.7271     68.0000      3.7447   -106.1871      0.8392    226.9533   -415.8315  68 570
   255.0000     22.8830     22.6146      4.0967   -116.1686      5.6226    247.9975   -422.3902  26 570
   285.0000     23.8938     26.0000      4.0353   -114.4260      2.9816    250.4815   -428.1890  26 570
   315.0000     24.6498     26.4118      5.2657   -149.3153    -16.8098    219.8883   -432.5692  32 570
   345.0000     23.4607     39.0521      6.7701   -191.9766    -26.1543    189.2867   -425.7083  46 570
   375.0000     22.4671     52.5139      5.8522   -165.9469    -21.1088    183.4154   -420.0259  57 570
    15.0000     22.2113     58.6548      5.6601   -160.5014    -17.1961    195.9338   -418.5722  61 570
    45.0000     22.1504     61.8840      4.8380   -137.1879    -13.9688    199.7854   -418.2256  62 570
    75.0000     22.4636     37.2660      4.2320   -120.0058    -13.6864    196.7734   -420.0014  43 570
   105.0000     22.4449     51.9090      5.3008   -150.3131    -17.1495    185.5481   -419.8982  63 570
   135.0000     22.0842     66.2736      5.6488   -160.1801    -14.4260    187.2717   -417.8530  68 570
   165.0000     21.8225     68.8868      5.7681   -163.5622    -13.3338    206.8038   -416.3730  70 570
   195.0000     21.5478     70.8389      5.3558   -151.8713    -10.8330    216.4529   -414.8217  71 570
   225.0000     21.7639     71.0000      3.7916   -107.5168      0.5883    226.9533   -416.0394  71 570
   255.0000     22.8953     22.8722      4.1115   -116.5877      5.5675    247.9975   -422.4602  26 570
   285.0000     23.8987     26.0000      4.0418   -114.6109      2.9552    250.4815   -428.2173  26 570
   315.0000     24.6536     26.5222      5.2697   -149.4314    -16.8408    219.8883   -432.5911  33 570
   345.0000     23.4697     39.3431      6.7799   -192.2527    -26.2341    189.2867   -425.7597  47 570
   375.0000     22.4792     53.1347      5.8649   -166.3065    -21.2173    183.4154   -420.0940  58 570
    15.0000     22.2226     59.5283      5.6726   -160.8541    -17.3026    195.9338   -418.6363  62 570
    45.0000     22.1517     63.4507      4.8397   -137.2368    -13.9836    199.7854   -418.2319  64 570
    75.0000     22.4613     37.1653      4.2300   -119.9487    -13.6697    196.7734   -419.9883  43 570
   105.0000     22.4440     51.9299      5.2999   -150.2859    -17.1413    185.5481   -419.8933  64 570
   135.0000     22.0983     67.9493      5.6668   -160.6916    -14.5799    187.2717   -417.9314  69 570
   165.0000     21.8956     70.6833      5.8625   -166.2401    -14.1582    206.8038   -416.7859  72 570
   195.0000     21.5804     72.8924      5.3955   -152.9972    -11.1799    216.4529   -415.0102  73 570
   225.0000     21.7740     73.0000      3.8045   -107.8812      0.5198    226.9533   -416.0960  73 570
   255.0000     22.8990     22.9361      4.1159   -116.7135      5.5510    247.9975   -422.4811  26 570
   285.0000     23.9002     26.7500      4.0438   -114.6685      2.9470    250.4815   -428.2260  27 570
   315.0000     24.6543     26.5590      5.2705   -149.4528    -16.8466    219.8883   -432.5953  33 570
   345.0000     23.4724     39.4222      6.7828   -192.3353    -26.2581    189.2867   -425.7750  47 570
   375.0000     22.4831     53.2938      5.8690   -166.4243    -21.2528    183.4154   -420.1166  58 570
    15.0000     22.2266     59.7515      5.6770   -160.9793    -17.3404    195.9338   -418.6589  62 570
    45.0000     22.1580     63.4521      4.8463   -137.4234    -14.0392    199.7854   -418.2696  64 570
    75.0000     22.4623     37.1986      4.2309   -119.9741    -13.6771    196.7734   -419.9941  43 570
   105.0000     22.4449     52.1104      5.3009   -150.3145    -17.1500    185.5481   -419.8983  65 570
   135.0000     22.1001     69.0514      5.6691   -160.7558    -14.5995    187.2717   -417.9415  71 570
   165.0000     21.9001     72.3833      5.8682   -166.4022    -14.2086    206.8038   -416.8110  74 570
   195.0000     21.5921     74.8201      5.4090   -153.3804    -11.2950    216.4529   -415.0684  75 570
   225.0000     21.7815     75.0000      3.8140   -108.1516      0.4677    226.9533   -416.1386  75 570
   255.0000     22.9015     22.9813      4.1190   -116.8018      5.5394    247.9975   -422.4960  26 570
   285.0000     23.9013     26.8021      4.0454   -114.7123      2.9408    250.4815   -428.2325  27 570
   315.0000     24.6548     26.5847      5.2710   -149.4661    -16.8501    219.8883   -432.5980  33 570
   345.0000     23.4739     39.4813      6.7844   -192.3812    -26.2712    189.2867   -425.7835  47 570
   375.0000     22.4852     53.4132      5.8712   -166.4863    -21.2714    183.4154   -420.1286  58 570
    15.0000     22.2285     59.9241      5.6790   -161.0377    -17.3580    195.9338   -418.6696  62 570
    45.0000     22.1585     63.6375      4.8468   -137.4396    -14.0441    199.7854   -418.2723  64 570
    75.0000     22.4623     37.1986      4.2309   -119.9741    -13.6771    196.7734   -419.9941  43 570
   105.0000     22.4449     52.1278      5.3009   -150.3147    -17.1500    185.5481   -419.8983  65 570
   135.0000     22.1047     69.5938      5.6749   -160.9196    -14.6488    187.2717   -417.9716  72 570
   165.0000     21.9198     73.5153      5.8937   -167.1254    -14.4318    206.8038   -416.9225  76 570
   195.0000     21.6071     76.6674      5.4275   -153.9045    -11.4545    216.4529   -415.1520  77 570
   225.0000     21.7894     76.0000      3.8240   -108.4343      0.4130    226.9533   -416.1832  76 570
   255.0000     22.9042     23.0299      4.1222   -116.8917      5.5276    247.9975   -422.5109  26 570
   285.0000     23.9024     26.8333      4.0468   -114.7534      2.9349    250.4815   -428.2388  27 570
   315.0000     24.6553     26.6111      5.2715   -149.4819    -16.8543    219.8883   -432.6008  33 570
   345.0000     23.4757     39.5396      6.7864   -192.4388    -26.2880    189.2867   -425.7943  47 570
   375.0000     22.4877     53.5326      5.8738   -166.5607    -21.2939    183.4154   -420.1428  58 570
    15.0000     22.2309     60.1354      5.6817   -161.1120    -17.3805    195.9338   -418.6830  62 570
    45.0000     22.1750     63.6167      4.8624   -137.8793    -14.1745    199.7854   -418.3639  64 570
    75.0000     22.4786     37.6882      4.2453   -120.3829    -13.7966    196.7734   -420.0856  43 570
   105.0000     22.4557     52.7965      5.3125   -150.6431    -17.2486    185.5481   -419.9595  65 570
   135.0000     22.1103     69.8382      5.6817   -161.1134    -14.7083    187.2717   -418.0033  72 570
   165.0000     21.9209     74.5326      5.8952   -167.1668    -14.4447    206.8038   -416.9290  77 570
   195.0000     21.6102     78.4250      5.4306   -153.9918    -11.4813    216.4529   -415.1750  79 570
   225.0000     21.7894     78.0000      3.8240   -108.4361      0.4125    226.9533   -416.1835  78 570
   255.0000     22.9042     23.0299      4.1222   -116.8917      5.5276    247.9975   -422.5109  26 570
   285.0000     23.9024     26.8333      4.0468   -114.7534      2.9349    250.4815   -428.2388  27 570
   315.0000     24.6553     26.6111      5.2715   -149.4819    -16.8543    219.8883   -432.6008  33 570
   345.0000     23.4757     39.5403      6.7864   -192.4388    -26.2880    189.2867   -425.7943  47 570
   375.0000     22.4877     53.5354      5.8738   -166.5607    -21.2939    183.4154   -420.1428  58 570
    15.0000     22.2309     60.1384      5.6817   -161.1120    -17.3805    195.9338   -418.6830  62 570
    45.0000     22.1750     63.6181      4.8624   -137.8793    -14.1745    199.7854   -418.3639  64 570
    75.0000     22.4786     37.6882      4.2453   -120.3829    -13.7966    196.7734   -420.0856  43 570
   105.0000     22.4557     52.7972      5.3125   -150.6431    -17.2486    185.5481   -419.9595  65 570
   135.0000     22.1103     69.8715      5.6818   -161.1145    -14.7087    187.2717   -418.0035  73 570
   165.0000     21.9224     75.3778      5.8971   -167.2209    -14.4617    206.8038   -416.9372  79 570
   195.0000     21.6128     79.7299      5.4339   -154.0859    -11.5105    216.4529   -415.1897  80 570
   225.0000     21.7894     80.0000      3.8240   -108.4361      0.4125    226.9533   -416.1835  80 570
   255.0000     22.9042     23.0299      4.1222   -116.8917      5.5276    247.9975   -422.5109  26 570
   285.0000     23.9024     26.8333      4.0468   -114.7534      2.9349    250.4815   -428.2388  27 570
   315.0000     24.6553     26.6111      5.2715   -149.4819    -16.8543    219.8883   -432.6008  33 570
   345.0000     23.4757     39.5403      6.7864   -192.4388    -26.2880    189.2867   -425.7943  47 570
   375.0000     22.4877     53.5354      5.8738   -166.5607    -21.2939    183.4154   -420.1428  58 570
    15.0000     22.2309     60.1384      5.6817   -161.1120    -17.3805    195.9338   -418.6830  62 570
    45.0000     22.1750     63.6181      4.8624   -137.8793    -14.1745    199.7854   -418.3639  64 570
    75.0000     22.4786     37.6882      4.2453   -120.3829    -13.7966    196.7734   -420.0856  43 570
   105.0000     22.4557     52.7972      5.3125   -150.6431    -17.2486    185.5481   -419.9595  65 570
   135.0000     22.1103     69.9097      5.6818   -161.1144    -14.7087    187.2717   -418.0035  73 570
   165.0000     21.9229     75.9181      5.8978   -167.2399    -14.4677    206.8038   -416.9402  80 570
   195.0000     21.6201     80.8042      5.4422   -154.3230    -11.5809    216.4529   -415.2289  81 570
   225.0000     21.7998     81.0000      3.8372   -108.8107      0.3419    226.9533   -416.2417  81 570
   255.0000     22.9077     23.1007      4.1265   -117.0126      5.5117    247.9975   -422.5309  26 570
   285.0000     23.9036     26.8674      4.0484   -114.7983      2.9286    250.4815   -428.2457  27 570
   315.0000     24.6560     26.6431      5.2723   -149.5031    -16.8600    219.8883   -432.6046  33 570
   345.0000     23.4781     39.6236      6.7890   -192.5113    -26.3090    189.2867   -425.8080  47 570
   375.0000     22.4912     53.7250      5.8775   -166.6651    -21.3254    183.4154   -420.1623  59 570
   405.0000     22.3021     59.7424      4.7192   -133.8186    -14.9332    200.7797   -419.0863  60 570
   435.0000     22.5509     42.7965      4.9592   -140.6265    -12.7856    221.1669   -420.5013  48 570
   465.0000     22.5939     53.7069      5.6007   -158.8173    -13.6393    212.0382   -420.7458  60 570
   495.0000     22.4587     62.1333      5.4970   -155.8749    -12.5720    197.1364   -419.9777  63 570
   525.0000     22.2877     67.2285      6.1628   -174.7568     -9.2529    203.4774   -419.0060  73 570
   555.0000     21.8827     78.3410      6.2909   -178.3877     -5.6557    209.4685   -416.7114  80 570
   585.0000     21.8882     80.0000      4.7632   -135.0682      1.3535    223.4311   -416.7416  80 570
   615.0000     22.8041     27.0000      3.3789    -95.8143      4.5752    233.9823   -421.9412  27 570
   645.0000     24.2301     20.7222      3.7276   -105.7022     -1.7327    237.0650   -430.1313  23 570
   675.0000     24.5751     27.3146      5.6099   -159.0757    -17.9497    219.8934   -432.1369  34 570
   705.0000     23.3500     41.6306      6.8869   -195.2874    -24.0816    193.9094   -425.0718  50 570
   735.0000     22.4562     58.3826      6.1425   -174.1796    -22.0952    189.1599   -419.9640  66 570
   765.0000     22.2373     67.5868      4.7162   -133.7338    -15.4328    197.3490   -418.7158  68 570
   795.0000     22.5571     37.6271      4.2755   -121.2384    -12.9896    205.7103   -420.5336  41 570
   825.0000     22.6623     47.0132      5.3732   -152.3656    -15.5703    203.6347   -421.1338  56 570
   855.0000     22.3335     68.2215      5.9993   -170.1202    -15.6129    197.4612   -419.2663  76 570
   885.0000     21.9366     80.2868      6.1530   -174.4778    -14.2875    205.4575   -417.0178  83 570
   915.0000     21.5690     83.7632      5.8243   -165.1578     -9.7680    220.5676   -414.9410  84 570
   945.0000     21.7272     83.0000      3.7313   -105.8064     -0.7557    220.9459   -415.8322  83 570
   975.0000     22.9332     20.2569      3.3927    -96.2049      1.9818    227.8495   -422.6771  23 570
  1005.0000     24.0412     23.7069      3.3385    -94.6671     -3.4845    231.9830   -429.0393  24 570
  1035.0000     24.8152     24.5354      5.2044   -147.5793    -16.9120    222.1826   -433.5311  31 570
  1065.0000     23.5462     37.9444      7.6384   -216.5982    -20.8122    212.0562   -426.2000  46 570
  1095.0000     22.5092     52.2243      6.3905   -181.2106    -19.4940    204.9359   -420.2645  56 570
  1125.0000     22.4025     56.8972      4.6762   -132.5993    -13.6387    207.5034   -419.6554  57 570
  1155.0000     22.7469     38.8007      4.6803   -132.7159    -12.4695    217.9320   -421.6150  43 570
  1185.0000     22.8030     49.2076      5.6486   -160.1740    -15.5424    210.9459   -421.9364  57 570
  1215.0000     22.4815     60.9382      5.5673   -157.8692    -14.7117    192.0556   -420.1062  64 570
  1245.0000     22.2112     67.6250      5.7678   -163.5530     -8.6661    197.5445   -418.5715  72 570
  1275.0000     21.9242     76.7083      5.6659   -160.6645     -5.0516    205.3919   -416.9453  80 570
  1305.0000     21.9684     80.0000      4.1493   -117.6584      0.4308    212.5893   -417.1949  80 570
  1335.0000     22.9078     24.0000      3.4904    -98.9755      4.2935    225.4844   -422.5317  24 570
  1365.0000     24.1090     22.8813      3.1137    -88.2938     -6.0188    216.7589   -429.4308  23 570
  1395.0000     24.5936     26.7021      4.4835   -127.1357    -26.2594    190.2760   -432.2441  33 570
  1425.0000     23.3155     41.5000      6.2692   -177.7722    -25.2615    176.0044   -424.8738  49 570
