12.0	4185.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
12.0	4215.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
12.0	4245.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
12.0	4275.0	288.32	40.93	1.95	129.87	308.99	95640.54	5.24	-20.0	-10.0	17.19	-22.0	-11.0
12.0	4305.0	283.63	51.26	1.9	100.35	297.8	95789.83	22.12	-20.0	-10.0	29.62	-22.0	-11.0
13.0	4335.0	284.54	54.67	2.05	103.99	308.36	95676.82	46.78	-20.0	-10.0	55.8	-22.0	-11.0
13.0	4365.0	286.91	48.1	2.23	142.55	313.9	95527.41	34.71	-20.0	-10.0	49.74	-22.0	-11.0
13.0	4395.0	289.92	41.14	2.4	198.35	321.9	95294.75	16.12	-20.0	-10.0	41.63	-22.0	-11.0
13.0	4425.0	295.6	33.9	2.55	257.62	344.0	95071.75	0.0	-20.0	-10.0	28.49	-22.0	-11.0
13.0	4455.0	301.32	28.75	2.49	305.36	368.15	94871.79	0.0	-20.0	-10.0	29.03	-22.0	-11.0
13.0	4485.0	307.13	26.51	2.28	304.92	406.87	94948.35	0.0	-20.0	-10.0	26.46	-22.0	-11.0
13.0	4515.0	309.78	31.71	2.15	265.47	443.68	95101.96	0.0	-20.0	-10.0	48.47	-22.0	-11.0
13.0	4545.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
13.0	4575.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
13.0	4605.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
13.0	4635.0	288.32	40.93	1.95	129.87	308.99	95640.54	5.24	-20.0	-10.0	17.19	-22.0	-11.0
13.0	4665.0	283.63	51.26	1.9	100.35	297.8	95789.83	22.12	-20.0	-10.0	29.62	-22.0	-11.0
14.0	4695.0	284.54	54.67	2.05	103.99	308.36	95676.82	46.78	-20.0	-10.0	55.8	-22.0	-11.0
14.0	4725.0	286.91	48.1	2.23	142.55	313.9	95527.41	34.71	-20.0	-10.0	49.74	-22.0	-11.0
14.0	4755.0	289.92	41.14	2.4	198.35	321.9	95294.75	16.12	-20.0	-10.0	41.63	-22.0	-11.0
14.0	4785.0	295.6	33.9	2.55	257.62	344.0	95071.75	0.0	-20.0	-10.0	28.49	-22.0	-11.0
14.0	4815.0	301.32	28.75	2.49	305.36	368.15	94871.79	0.0	-20.0	-10.0	29.03	-22.0	-11.0
14.0	4845.0	307.13	26.51	2.28	304.92	406.87	94948.35	0.0	-20.0	-10.0	26.46	-22.0	-11.0
14.0	4875.0	309.78	31.71	2.15	265.47	443.68	95101.96	0.0	-20.0	-10.0	48.47	-22.0	-11.0
14.0	4905.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
14.0	4935.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
14.0	4965.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
14.0	4995.0	288.32	40.93	1.95	129.87	308.99	95640.54	5.24	-20.0	-10.0	17.19	-22.0	-11.0
14.0	5025.0	283.63	51.26	1.9	100.35	297.8	95789.83	22.12	-20.0	-10.0	29.62	-22.0	-11.0
15.0	5055.0	284.54	54.67	2.05	103.99	308.36	95676.82	46.78	-20.0	-10.0	55.8	-22.0	-11.0
15.0	5085.0	286.91	48.1	2.23	142.55	313.9	95527.41	34.71	-20.0	-10.0	49.74	-22.0	-11.0
15.0	5115.0	289.92	41.14	2.4	198.35	321.9	95294.75	16.12	-20.0	-10.0	41.63	-22.0	-11.0
15.0	5145.0	295.6	33.9	2.55	257.62	344.0	95071.75	0.0	-20.0	-10.0	28.49	-22.0	-11.0
15.0	5175.0	301.32	28.75	2.49	305.36	368.15	94871.79	0.0	-20.0	-10.0	29.03	-22.0	-11.0
15.0	5205.0	307.13	26.51	2.28	304.92	406.87	94948.35	0.0	-20.0	-10.0	26.46	-22.0	-11.0
15.0	5235.0	309.78	31.71	2.15	265.47	443.68	95101.96	0.0	-20.0	-10.0	48.47	-22.0	-11.0
15.0	5265.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
15.0	5295.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
15.0	5325.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
15.0	5355.0	288.32	40.93	1.95	129.87	308.99	95640.54	5.24	-20.0	-10.0	17.19	-22.0	-11.0
15.0	5385.0	283.63	51.26	1.9	100.35	297.8	95789.83	22.12	-20.0	-10.0	29.62	-22.0	-11.0
16.0	5415.0	284.54	54.67	2.05	103.99	308.36	95676.82	46.78	-20.0	-10.0	55.8	-22.0	-11.0
16.0	5445.0	286.91	48.1	2.23	142.55	313.9	95527.41	34.71	-20.0	-10.0	49.74	-22.0	-11.0
16.0	5475.0	289.92	41.14	2.4	198.35	321.9	95294.75	16.12	-20.0	-10.0	41.63	-22.0	-11.0
16.0	5505.0	295.6	33.9	2.55	257.62	344.0	95071.75	0.0	-20.0	-10.0	28.49	-22.0	-11.0
16.0	5535.0	301.32	28.75	2.49	305.36	368.15	94871.79	0.0	-20.0	-10.0	29.03	-22.0	-11.0
16.0	5565.0	307.13	26.51	2.28	304.92	406.87	94948.35	0.0	-20.0	-10.0	26.46	-22.0	-11.0
16.0	5595.0	309.78	31.71	2.15	265.47	443.68	95101.96	0.0	-20.0	-10.0	48.47	-22.0	-11.0
16.0	5625.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
16.0	5655.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
16.0	5685.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
16.0	5715.0	288.32	40.93	1.95	129.87	308.99	95640.54	5.24	-20.0	-10.0	17.19	-22.0	-11.0
16.0	5745.0	283.63	51.26	1.9	100.35	297.8	95789.83	22.12	-20.0	-10.0	29.62	-22.0	-11.0
17.0	5775.0	284.54	54.67	2.05	103.99	308.36	95676.82	46.78	-20.0	-10.0	55.8	-22.0	-11.0
17.0	5805.0	286.91	48.1	2.23	142.55	313.9	95527.41	34.71	-20.0	-10.0	49.74	-22.0	-11.0
17.0	5835.0	289.92	41.14	2.4	198.35	321.9	95294.75	16.12	-20.0	-10.0	41.63	-22.0	-11.0
17.0	5865.0	295.6	33.9	2.55	257.62	344.0	95071.75	0.0	-20.0	-10.0	28.49	-22.0	-11.0
17.0	5895.0	301.32	28.75	2.49	305.36	368.15	94871.79	0.0	-20.0	-10.0	29.03	-22.0	-11.0
17.0	5925.0	307.13	26.51	2.28	304.92	406.87	94948.35	0.0	-20.0	-10.0	26.46	-22.0	-11.0
17.0	5955.0	309.78	31.71	2.15	265.47	443.68	95101.96	0.0	-20.0	-10.0	48.47	-22.0	-11.0
17.0	5985.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
17.0	6015.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
17.0	6045.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
17.0	6075.0	288.32	40.93	1.95	129.87	308.99	95640.54	5.24	-20.0	-10.0	17.19	-22.0	-11.0
17.0	6105.0	283.63	51.26	1.9	100.35	297.8	95789.83	22.12	-20.0	-10.0	29.62	-22.0	-11.0
18.0	6135.0	284.54	54.67	2.05	103.99	308.36	95676.82	46.78	-20.0	-10.0	55.8	-22.0	-11.0
18.0	6165.0	286.91	48.1	2.23	142.55	313.9	95527.41	34.71	-20.0	-10.0	49.74	-22.0	-11.0
18.0	6195.0	289.92	41.14	2.4	198.35	321.9	95294.75	16.12	-20.0	-10.0	41.63	-22.0	-11.0
18.0	6225.0	295.6	33.9	2.55	257.62	344.0	95071.75	0.0	-20.0	-10.0	28.49	-22.0	-11.0
18.0	6255.0	301.32	28.75	2.49	305.36	368.15	94871.79	0.0	-20.0	-10.0	29.03	-22.0	-11.0
18.0	6285.0	307.13	26.51	2.28	304.92	406.87	94948.35	0.0	-20.0	-10.0	26.46	-22.0	-11.0
18.0	6315.0	309.78	31.71	2.15	265.47	443.68	95101.96	0.0	-20.0	-10.0	48.47	-22.0	-11.0
18.0	6345.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
18.0	6375.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
18.0	6405.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
18.0	6435.0	288.32	40.93	1.95	129.87	308.99	95640.54	5.24	-20.0	-10.0	17.19	-22.0	-11.0
18.0	6465.0	283.63	51.26	1.9	100.35	297.8	95789.83	22.12	-20.0	-10.0	29.62	-22.0	-11.0
19.0	6495.0	284.54	54.67	2.05	103.99	308.36	95676.82	46.78	-20.0	-10.0	55.8	-22.0	-11.0
19.0	6525.0	286.91	48.1	2.23	142.55	313.9	95527.41	34.71	-20.0	-10.0	49.74	-22.0	-11.0
19.0	6555.0	289.92	41.14	2.4	198.35	321.9	95294.75	16.12	-20.0	-10.0	41.63	-22.0	-11.0
19.0	6585.0	295.6	33.9	2.55	257.62	344.0	95071.75	0.0	-20.0	-10.0	28.49	-22.0	-11.0
19.0	6615.0	301.32	28.75	2.49	305.36	368.15	94871.79	0.0	-20.0	-10.0	29.03	-22.0	-11.0
19.0	6645.0	307.13	26.51	2.28	304.92	406.87	94948.35	0.0	-20.0	-10.0	26.46	-22.0	-11.0
19.0	6675.0	309.78	31.71	2.15	265.47	443.68	95101.96	0.0	-20.0	-10.0	48.47	-22.0	-11.0
19.0	6705.0	309.64	34.89	2.01	231.3	450.87	95192.04	0.04	-20.0	-10.0	49.26	-22.0	-11.0
19.0	6735.0	304.89	37.34	2.11	201.88	413.27	95278.77	17.41	-20.0	-10.0	55.87	-22.0	-11.0
19.0	6765.0	297.14	34.57	2.07	175.22	352.4	95472.12	0.81	-20.0	-10.0	25.42	-22.0	-11.0
